loan_id,customer_id,loan_amount,loan_status,loan_date
690,279,28923.52,Pending,06-06-2022
691,124,298692.26,Pending,23-09-2022
692,253,112307.22,Rejected,24-11-2025
693,330,164894.98,Pending,19-01-2024
694,21,441779.47,Approved,23-11-2024
695,371,43036.11,Approved,19-05-2025
696,471,376271.01,Rejected,24-09-2024
697,389,481041.98,Rejected,19-03-2023
698,49,233548,Rejected,18-09-2025
699,399,278512.16,Approved,19-12-2023
700,6,456197.9,Pending,04-11-2022
701,421,18151.78,Approved,06-11-2025
702,301,57839.17,Rejected,22-03-2026
703,58,277121.52,Approved,17-10-2025
704,126,345756.36,Closed,13-10-2024
705,242,320232.55,Rejected,27-05-2025
706,136,365984.27,Approved,10-03-2025
707,492,363764.93,Rejected,15-07-2023
708,470,6521.68,Pending,10-04-2024
709,201,187112.9,Closed,12-09-2025
710,69,443512.55,Approved,27-03-2025
711,160,303827.25,Approved,10-06-2024
712,446,265350.9,Closed,18-06-2022
713,56,271918.52,Pending,27-07-2023
714,119,201516.06,Rejected,21-06-2023
715,176,419842.29,Pending,04-06-2025
716,388,498481.78,Pending,24-05-2023
717,88,408398.48,Pending,16-11-2025
718,483,111714.87,Pending,30-11-2024
719,38,123870.48,Closed,23-02-2023
720,172,172158.87,Approved,11-08-2022
721,48,131297.93,Approved,26-02-2024
722,357,374277.76,Closed,25-07-2024
723,67,262241.72,Rejected,28-10-2023
724,482,374836.93,Closed,31-03-2023
725,323,15520.83,Closed,21-10-2024
726,122,248725.89,Rejected,25-12-2024
727,220,220508.77,Approved,08-06-2023
728,266,348374.73,Approved,22-12-2022
729,383,68749.29,Approved,10-03-2026
730,481,25868.47,Pending,31-10-2022
731,448,495177.84,Pending,27-02-2023
732,185,198341.92,Approved,30-09-2024
733,419,436261.42,Approved,26-04-2025
734,198,81225.95,Rejected,15-09-2024
735,38,163587.22,Pending,25-02-2024
736,52,476629.41,Pending,20-10-2022
737,131,449259.34,Closed,31-12-2024
738,27,409611.85,Pending,05-09-2022
739,224,288160.54,Rejected,10-09-2022
740,321,424478.7,Rejected,26-05-2022
741,391,282878.58,Pending,23-04-2026
742,319,109375.01,Closed,20-12-2023
743,149,376083.36,Approved,01-12-2025
744,60,124839.56,Approved,07-09-2022
745,407,266265.89,Rejected,02-06-2023
746,400,101064.25,Closed,18-02-2024
747,122,241059.01,Pending,10-04-2023
748,209,27829.69,Pending,09-06-2024
749,331,190279.79,Approved,04-06-2023
750,28,55725,Closed,29-11-2025
751,232,347098.35,Approved,06-07-2024
752,311,412017.15,Closed,14-12-2022
753,290,292517.59,Approved,17-09-2023
754,412,148228.05,Pending,09-05-2025
755,479,12807.78,Rejected,02-06-2023
756,131,293535.06,Pending,29-08-2022
757,207,379328.26,Rejected,14-01-2026
758,393,314119.53,Rejected,20-12-2022
759,446,391356.75,Closed,28-11-2025
760,426,278585.79,Rejected,29-12-2022
761,46,445129.93,Closed,27-07-2022
762,75,269955.98,Closed,03-11-2023
763,297,195128.93,Pending,18-10-2024
764,76,168525.14,Approved,02-12-2024
765,151,15530.32,Closed,04-10-2025
766,292,311297.89,Pending,01-11-2025
767,489,91686.21,Pending,13-09-2023
768,56,96552.53,Pending,15-06-2022
769,151,391361.42,Rejected,16-05-2025
770,207,284137.99,Approved,13-12-2022
771,209,312997.85,Approved,17-06-2023
772,286,239123.89,Rejected,24-12-2025
773,328,63269.75,Rejected,19-04-2024
774,498,446345.71,Rejected,20-04-2026
775,90,375891.9,Closed,13-05-2023
776,288,471800.6,Pending,16-04-2024
777,267,305331.88,Closed,25-09-2024
778,344,332958.95,Closed,10-12-2022
779,333,125761.09,Pending,16-04-2025
780,337,449047.55,Approved,18-08-2025
781,429,410292.63,Closed,29-05-2023
782,424,6520.76,Closed,17-01-2026
783,492,206698.73,Approved,04-04-2024
784,73,451613.01,Rejected,05-10-2022
785,175,19820.25,Pending,22-02-2026
786,208,297303.51,Closed,30-04-2025
787,279,339894.32,Rejected,04-02-2024
788,339,136689.08,Rejected,08-10-2023
789,294,192256.57,Rejected,18-02-2023
790,323,41038.06,Pending,14-01-2025
791,8,283088.06,Rejected,28-08-2024
792,51,337645.75,Pending,29-04-2025
793,393,99191.87,Closed,15-02-2025
794,293,171741.98,Approved,21-01-2024
795,129,422437.38,Closed,20-09-2023
796,205,273026.7,Pending,16-12-2024
797,301,399160.36,Closed,11-05-2022
798,436,256970.47,Approved,10-01-2026
799,438,19579.78,Pending,31-01-2026
800,245,377404.76,Approved,03-03-2025
801,4,335519.59,Rejected,04-03-2026
802,308,198383.13,Rejected,01-10-2022
803,33,499229.53,Approved,24-08-2025
804,427,489927.02,Rejected,09-08-2023
805,258,105019.04,Approved,23-11-2024
806,343,100699.78,Closed,08-10-2024
807,422,484898.82,Approved,12-12-2022
808,25,472945.04,Rejected,02-12-2023
809,271,32713.19,Closed,06-02-2025
810,42,150052.12,Approved,28-04-2026
811,440,370176.52,Approved,13-07-2023
812,233,206856.57,Pending,17-12-2022
813,442,316620.93,Pending,05-07-2024
814,447,293318.91,Rejected,14-07-2024
815,329,208511.81,Pending,15-07-2025
816,26,366338.31,Pending,14-06-2022
817,327,143501.11,Approved,08-07-2025
818,459,250158.05,Rejected,13-06-2023
819,307,144342.97,Pending,05-06-2022
820,30,358586.11,Rejected,03-08-2022
821,454,74166.6,Rejected,11-03-2025
822,391,432193.07,Pending,30-01-2024
823,306,72910.59,Approved,14-01-2024
824,285,400340.16,Rejected,24-03-2023
825,372,314567.89,Rejected,16-01-2024
826,473,195314.22,Approved,21-10-2022
827,83,284883.58,Approved,21-08-2023
828,394,389981.24,Approved,04-03-2024
829,204,468604.37,Closed,04-07-2022
830,35,485297,Pending,10-04-2025
831,104,229663.89,Approved,18-07-2024
832,480,70669.51,Closed,18-11-2024
833,184,358884.86,Pending,26-08-2022
834,104,175646.85,Rejected,12-03-2025
835,56,236260.43,Approved,03-06-2025
836,238,10267.48,Pending,03-09-2022
837,348,55320,Pending,08-04-2024
838,1,193015.63,Pending,16-07-2022
839,385,213840.28,Closed,02-06-2025
840,68,236525.22,Closed,03-11-2023
841,193,65025.79,Pending,07-07-2025
842,230,41796.34,Closed,15-10-2025
843,158,135976.34,Approved,07-04-2024
844,372,480812.73,Closed,29-05-2022
845,25,74721.31,Rejected,20-09-2025
846,151,257582.97,Approved,20-07-2025
847,221,141318.93,Approved,26-01-2024
848,122,228610.63,Closed,13-07-2025
849,426,55299.64,Rejected,30-04-2025
850,274,58599.9,Pending,02-08-2022
851,464,234286.52,Rejected,26-01-2025
852,342,259128.44,Pending,10-10-2022
853,39,11936.69,Pending,08-10-2022
854,328,50672.93,Rejected,28-01-2025
855,458,411214.26,Pending,13-03-2023
856,53,315991.49,Closed,26-04-2026
857,266,465639.84,Rejected,18-01-2025
858,88,288397.3,Closed,19-02-2024
859,377,415724.97,Rejected,06-03-2023
860,120,380149.84,Pending,01-08-2025
861,448,412159.34,Pending,12-09-2025
862,449,61917.81,Pending,05-11-2022
863,279,342358.21,Closed,16-01-2023
864,210,19432.69,Pending,08-05-2022
865,294,376384.26,Approved,29-07-2022
866,253,393875.8,Rejected,08-09-2022
867,207,341968.93,Approved,14-01-2024
868,233,241769.02,Approved,09-11-2022
869,207,431147.5,Rejected,17-01-2024
870,121,450654.7,Pending,01-10-2022
871,441,397239.99,Closed,07-01-2026
872,392,6114.47,Pending,18-06-2023
873,44,331160.72,Pending,27-11-2022
874,93,115834.57,Closed,19-08-2025
875,168,338572.1,Approved,02-09-2023
876,202,340979.83,Closed,22-02-2026
877,8,389756.86,Rejected,26-03-2026
878,480,56925.95,Closed,29-04-2026
879,208,286868.74,Approved,27-11-2024
880,268,327394.34,Pending,04-06-2023
881,38,490942.51,Pending,02-09-2023
882,168,286094.18,Rejected,27-07-2025
883,387,299114.73,Approved,22-03-2024
884,286,297363.19,Closed,23-11-2022
885,121,217830.73,Closed,30-09-2023
886,402,275629.43,Approved,09-08-2025
887,488,83376.8,Approved,27-07-2024
888,436,168786.41,Approved,15-03-2023
889,488,304557.43,Pending,20-07-2022
890,340,421673.12,Rejected,21-03-2025
891,500,360998.53,Closed,10-08-2025
892,260,484687.48,Pending,15-08-2023
893,153,441833.13,Closed,05-08-2022
894,434,369035.23,Approved,13-10-2024
895,332,46586.99,Closed,19-08-2025
896,232,314902.59,Rejected,03-09-2023
897,493,406078.4,Approved,13-05-2025
898,356,329142.27,Approved,30-06-2025
899,183,462206.44,Pending,18-09-2024
900,459,274264.61,Rejected,18-07-2025
901,200,241412.71,Pending,23-08-2022
902,14,467282.66,Rejected,03-12-2025
903,141,193321.91,Approved,24-09-2022
904,494,308941.99,Rejected,18-06-2024
905,254,307163.8,Rejected,29-06-2022
906,197,273278.51,Rejected,24-07-2022
907,259,251126.91,Pending,06-08-2023
908,429,417873.61,Closed,12-02-2025
909,265,290518.12,Rejected,13-02-2025
910,384,23899.06,Closed,30-12-2023
911,349,264571.45,Rejected,21-05-2024
912,330,97187.41,Pending,28-12-2022
913,189,30676.65,Closed,10-11-2023
914,453,19799.39,Closed,14-12-2023
915,387,497264.15,Rejected,19-05-2024
916,373,311671.88,Rejected,20-07-2024
917,292,23966.32,Approved,04-06-2025
918,86,143400.56,Pending,24-03-2024
919,399,374504.03,Closed,16-12-2023
920,138,129346.84,Rejected,12-10-2025
921,236,298829.48,Pending,02-07-2023
922,72,179744.86,Closed,24-04-2026
923,96,320959.1,Pending,16-02-2024
924,350,268688.04,Closed,20-03-2023
925,405,198735.75,Pending,09-07-2025
926,444,470599.59,Approved,19-04-2024
927,175,205426.02,Closed,24-04-2024
928,41,343812.28,Closed,20-04-2025
929,96,268854.93,Closed,04-08-2024
930,370,494743.67,Rejected,27-09-2024
931,92,457407.15,Closed,14-02-2025
932,200,88001.27,Pending,14-12-2023
933,207,473302.04,Pending,21-01-2023
934,445,348825.85,Closed,27-06-2022
935,272,305929.1,Closed,17-09-2022
936,53,115659.06,Approved,13-02-2024
937,287,356754.57,Closed,03-05-2024
938,188,17701.34,Rejected,08-04-2023
939,266,135110.43,Rejected,11-07-2022
940,487,425810.52,Closed,20-10-2025
941,9,306892.51,Rejected,16-12-2024
942,396,341651.02,Closed,04-06-2024
943,115,8763.15,Closed,05-11-2022
944,322,313474.25,Approved,19-06-2023
945,475,417036.57,Rejected,25-03-2024
946,307,244703.3,Approved,21-12-2022
947,102,263163.58,Closed,03-10-2025
948,298,121828.92,Approved,18-04-2023
949,45,420088.6,Pending,08-06-2023
950,202,157252.34,Closed,27-10-2022
951,151,229569.98,Closed,30-06-2025
952,424,167244.24,Approved,06-02-2023
953,111,365821.57,Closed,26-03-2023
954,318,443618.95,Rejected,21-03-2024
955,244,365281.63,Approved,07-03-2023
956,122,400407.85,Rejected,23-02-2023
957,436,162073.52,Approved,25-05-2023
958,492,312281.55,Pending,26-05-2024
959,357,432808.12,Approved,11-03-2026
960,146,475441.46,Approved,10-09-2025
961,19,389285.19,Pending,10-03-2024
962,234,194551.53,Approved,03-09-2024
963,357,297908.73,Rejected,25-10-2024
964,288,34770.45,Pending,15-11-2023
965,388,241616.84,Closed,02-01-2025
966,185,69239.07,Closed,01-04-2024
967,206,85580.81,Pending,21-01-2024
968,479,168792.15,Rejected,25-04-2026
969,214,33892.73,Closed,01-07-2025
970,443,387598.15,Rejected,16-09-2025
971,406,378373.55,Rejected,11-06-2022
972,144,152831.84,Pending,30-09-2025
973,71,248892.37,Closed,18-02-2025
974,262,171956.24,Closed,12-05-2022
975,278,317925.34,Rejected,05-09-2023
976,494,185036.33,Closed,02-04-2023
977,404,357774.69,Closed,13-01-2023
978,92,253505.43,Closed,28-05-2025
979,491,309119.35,Approved,02-07-2023
980,496,46074.05,Rejected,23-09-2023
981,171,17570.89,Approved,05-07-2025
982,452,24504.08,Pending,14-05-2022
983,411,156886.43,Pending,02-06-2023
984,301,325433.33,Pending,01-12-2024
985,38,479438.36,Pending,15-05-2024
986,330,439299.01,Approved,26-07-2024
987,410,166359.45,Closed,08-01-2026
988,36,108130.24,Closed,10-09-2025
989,175,242861.95,Pending,22-10-2025
990,325,318337.54,Pending,24-12-2023
991,350,54682.84,Closed,03-03-2026
992,146,426305.45,Rejected,06-11-2025
993,198,295284.58,Rejected,14-03-2025
994,74,252294.31,Pending,21-09-2025
995,217,227257.16,Rejected,31-08-2024
996,369,474981.47,Rejected,29-07-2025
997,77,374715.56,Pending,30-06-2022
998,188,423751.81,Pending,06-02-2025
999,471,187573,Pending,15-03-2025
1000,487,479552.34,Pending,10-04-2026
