transaction_id,customer_id,amount,merchant,transaction_date
681,161,4830.87,Amazon,07-11-2025
682,7,3731.17,Flipkart,28-01-2026
683,318,4350.81,Target,02-02-2026
684,425,1166.47,Zomato,27-07-2025
685,361,3562.25,Walmart,27-03-2026
686,387,2962.51,Zomato,31-01-2026
687,309,1022.52,Zomato,05-03-2026
688,494,1007.81,Target,29-07-2025
689,91,4918.09,Amazon,26-08-2025
690,96,4814.25,Zomato,12-07-2025
691,264,640.8,Amazon,11-07-2025
692,220,1431.61,Walmart,10-08-2025
693,67,846.6,Walmart,10-08-2025
694,3,1686.29,Zomato,24-03-2026
695,480,816.29,Flipkart,19-08-2025
696,476,1647.02,Amazon,30-11-2025
697,397,4665.29,Uber,22-08-2025
698,432,3326.36,Target,29-06-2025
699,405,2884.75,Walmart,19-04-2026
700,38,3930.96,Walmart,02-05-2026
701,270,1138.81,Flipkart,27-12-2025
702,267,387.47,Uber,23-08-2025
703,82,2108.86,Uber,18-03-2026
704,207,505.13,Flipkart,19-04-2026
705,453,1106.1,Walmart,05-11-2025
706,170,1835.95,Flipkart,21-06-2025
707,487,3775.65,Uber,16-05-2025
708,244,4983.32,Zomato,27-05-2025
709,5,617.87,Walmart,22-06-2025
710,229,1239.72,Zomato,22-04-2026
711,315,4597.11,Flipkart,08-07-2025
712,491,247.39,Walmart,17-01-2026
713,196,4583.87,Amazon,01-03-2026
714,198,1320.12,Zomato,20-02-2026
715,145,172.29,Uber,10-01-2026
716,421,3863.95,Uber,10-02-2026
717,412,2568.24,Target,14-08-2025
718,23,1517.35,Zomato,22-02-2026
719,99,1635.55,Amazon,27-04-2026
720,486,524.98,Uber,10-07-2025
721,274,86.29,Amazon,28-11-2025
722,108,3368.16,Flipkart,18-10-2025
723,443,3442.76,Amazon,02-02-2026
724,106,2711.88,Zomato,25-01-2026
725,450,4882.31,Target,07-10-2025
726,332,4092.93,Amazon,27-03-2026
727,383,3445.92,Amazon,18-05-2025
728,236,3598.5,Amazon,03-07-2025
729,45,412.58,Flipkart,23-09-2025
730,407,1296.94,Amazon,15-07-2025
731,295,4117.02,Walmart,02-09-2025
732,209,1970.76,Zomato,09-03-2026
733,208,2193.47,Amazon,22-01-2026
734,200,3382.83,Uber,30-04-2026
735,4,3225.04,Uber,27-10-2025
736,33,3792,Uber,08-10-2025
737,24,3519.37,Amazon,23-03-2026
738,184,4643.84,Amazon,23-09-2025
739,149,3945.11,Walmart,11-11-2025
740,311,478.2,Target,22-04-2026
741,196,2005.81,Zomato,09-09-2025
742,16,2396.24,Uber,16-07-2025
743,113,725.09,Target,14-01-2026
744,408,3997.55,Uber,30-05-2025
745,152,4802.66,Flipkart,10-10-2025
746,153,3402.58,Zomato,18-03-2026
747,332,1897,Amazon,20-06-2025
748,284,4380.1,Flipkart,14-08-2025
749,64,256.78,Uber,12-06-2025
750,306,2000.7,Uber,17-10-2025
751,485,471.38,Flipkart,05-12-2025
752,384,3720.08,Zomato,25-08-2025
753,177,1098.1,Zomato,05-08-2025
754,436,2587.14,Flipkart,20-02-2026
755,95,1142.9,Walmart,04-11-2025
756,100,617.38,Zomato,22-03-2026
757,410,2858.1,Amazon,01-08-2025
758,436,3767.66,Uber,18-04-2026
759,237,3241.14,Amazon,20-10-2025
760,149,3374.84,Walmart,23-05-2025
761,51,1027.22,Uber,30-11-2025
762,250,4760.12,Walmart,09-12-2025
763,66,3372.91,Flipkart,18-05-2025
764,52,1461.43,Amazon,30-08-2025
765,461,1007.82,Target,19-01-2026
766,231,1675.31,Zomato,04-05-2026
767,157,3482.62,Flipkart,07-06-2025
768,290,2855.97,Walmart,01-07-2025
769,491,2170.12,Amazon,23-03-2026
770,161,1268.57,Flipkart,29-07-2025
771,365,3712.09,Target,03-11-2025
772,142,4208.54,Flipkart,09-06-2025
773,348,3678.22,Target,23-11-2025
774,237,2254.52,Walmart,29-03-2026
775,250,2780.78,Flipkart,11-05-2025
776,331,3052.81,Walmart,30-01-2026
777,440,4140.9,Uber,27-06-2025
778,101,1353.01,Zomato,22-02-2026
779,40,3650.76,Amazon,16-11-2025
780,435,2560.53,Amazon,05-06-2025
781,417,2930.36,Target,12-01-2026
782,394,2970.68,Amazon,23-02-2026
783,283,1340.05,Uber,30-12-2025
784,242,3286.85,Flipkart,23-12-2025
785,188,1992.87,Uber,20-03-2026
786,376,4292.96,Flipkart,30-10-2025
787,238,2530.56,Amazon,02-05-2026
788,204,1851.13,Amazon,08-08-2025
789,340,1232.46,Uber,20-07-2025
790,351,870.93,Uber,27-12-2025
791,72,2258.79,Flipkart,16-07-2025
792,290,4746.12,Zomato,16-01-2026
793,447,4840.29,Zomato,22-03-2026
794,375,2443.34,Walmart,12-04-2026
795,21,1133.15,Target,26-09-2025
796,119,361.16,Walmart,07-08-2025
797,120,261.9,Flipkart,29-07-2025
798,266,4543.24,Walmart,15-10-2025
799,199,2374.89,Target,16-11-2025
800,452,279.87,Zomato,09-12-2025
801,166,560.96,Uber,05-12-2025
802,325,4156.75,Zomato,17-07-2025
803,135,2914.23,Uber,15-05-2025
804,90,1914.46,Target,02-01-2026
805,188,2959.01,Amazon,30-05-2025
806,265,1295.35,Flipkart,11-05-2025
807,265,2058.92,Walmart,10-11-2025
808,250,3973.65,Uber,27-06-2025
809,4,2534.09,Flipkart,24-06-2025
810,226,869.75,Amazon,17-01-2026
811,264,3235.21,Flipkart,24-03-2026
812,77,975.18,Walmart,26-10-2025
813,309,3600.65,Amazon,19-04-2026
814,339,1190.21,Walmart,24-01-2026
815,369,611.03,Zomato,09-07-2025
816,246,2421.15,Uber,07-05-2025
817,83,3253.93,Target,23-02-2026
818,12,1256.17,Flipkart,14-01-2026
819,294,2982.12,Flipkart,07-07-2025
820,323,2587.58,Uber,09-01-2026
821,76,326.76,Walmart,06-08-2025
822,473,941.19,Target,21-09-2025
823,307,4847.76,Zomato,31-01-2026
824,10,4398.62,Zomato,17-09-2025
825,339,4115.45,Amazon,20-04-2026
826,111,2273.56,Target,21-05-2025
827,445,2434.26,Flipkart,16-06-2025
828,426,2083.3,Flipkart,12-08-2025
829,407,2934.1,Flipkart,18-05-2025
830,320,3315.26,Walmart,04-09-2025
831,86,3634.72,Walmart,30-06-2025
832,473,2294.68,Uber,01-04-2026
833,36,1187.58,Target,06-12-2025
834,68,587.42,Flipkart,28-02-2026
835,268,4304.98,Uber,12-03-2026
836,351,2127.99,Flipkart,06-09-2025
837,311,526.68,Target,28-10-2025
838,462,3093,Amazon,19-11-2025
839,450,3930.15,Uber,05-02-2026
840,386,631.71,Target,14-12-2025
841,338,695.13,Uber,26-02-2026
842,277,4146.23,Zomato,02-01-2026
843,333,2185.91,Target,18-10-2025
844,190,4380.38,Zomato,01-02-2026
845,272,2173.33,Target,01-03-2026
846,405,3854.92,Walmart,12-06-2025
847,302,4032.87,Zomato,05-10-2025
848,295,533.7,Flipkart,22-05-2025
849,131,2411.85,Flipkart,04-06-2025
850,466,4302.31,Walmart,23-01-2026
851,307,4389.99,Target,18-02-2026
852,132,985.65,Zomato,22-11-2025
853,381,3957.64,Uber,03-02-2026
854,268,633.25,Amazon,13-08-2025
855,193,3290,Zomato,28-03-2026
856,412,1613.71,Walmart,27-05-2025
857,55,816.15,Zomato,31-03-2026
858,300,1305.48,Uber,19-02-2026
859,217,2845.12,Uber,24-06-2025
860,142,4959.4,Target,17-06-2025
861,387,1058.28,Uber,26-06-2025
862,402,2809.94,Flipkart,30-05-2025
863,190,2817.51,Target,17-08-2025
864,130,4943.12,Uber,25-01-2026
865,177,3882.26,Target,02-01-2026
866,377,733.44,Zomato,24-08-2025
867,61,3751.68,Target,27-03-2026
868,401,3511.59,Flipkart,06-08-2025
869,52,1111.57,Target,06-07-2025
870,403,1725.27,Uber,18-01-2026
871,315,3500.43,Zomato,28-03-2026
872,27,845.65,Zomato,22-07-2025
873,3,4031.63,Flipkart,20-04-2026
874,242,4633.02,Target,11-02-2026
875,46,367.2,Flipkart,13-09-2025
876,190,446.2,Amazon,04-06-2025
877,371,1952.41,Target,22-11-2025
878,315,3298.07,Walmart,27-07-2025
879,365,4819.47,Amazon,03-09-2025
880,485,3879.36,Flipkart,26-07-2025
881,328,2497.12,Amazon,26-06-2025
882,104,4260.31,Uber,06-05-2026
883,147,1014,Uber,19-11-2025
884,262,2603.28,Flipkart,06-05-2026
885,315,888.94,Amazon,30-11-2025
886,185,1234.32,Amazon,21-10-2025
887,500,829.35,Walmart,11-12-2025
888,400,2027.2,Zomato,25-05-2025
889,203,2056.98,Flipkart,11-08-2025
890,266,126.06,Zomato,11-07-2025
891,36,4599.93,Uber,24-05-2025
892,146,3644.39,Uber,15-12-2025
893,469,2935.52,Walmart,24-07-2025
894,494,4086.8,Flipkart,28-01-2026
895,311,4817.13,Target,24-11-2025
896,477,2049.58,Amazon,27-09-2025
897,134,916.42,Uber,31-07-2025
898,55,2815.22,Uber,21-05-2025
899,151,1732.83,Amazon,22-11-2025
900,412,2590.77,Walmart,27-05-2025
901,449,2712.62,Uber,22-11-2025
902,129,3486.25,Target,25-07-2025
903,289,2443.97,Flipkart,27-01-2026
904,388,1731.32,Target,23-07-2025
905,349,2330.57,Uber,06-08-2025
906,442,185.39,Amazon,28-04-2026
907,133,384.39,Zomato,08-03-2026
908,404,4971.28,Zomato,30-09-2025
909,360,1188.15,Walmart,29-08-2025
910,212,4779.46,Uber,18-11-2025
911,275,98.13,Walmart,02-01-2026
912,128,1472.08,Target,14-10-2025
913,345,3756.5,Walmart,24-10-2025
914,39,2795.03,Flipkart,28-02-2026
915,244,1603.67,Flipkart,16-10-2025
916,458,2889.88,Flipkart,05-01-2026
917,485,3743.47,Flipkart,19-04-2026
918,256,3698.71,Flipkart,08-07-2025
919,377,1248.18,Walmart,11-12-2025
920,106,1184.58,Flipkart,16-01-2026
921,429,3112.05,Flipkart,01-12-2025
922,399,578.11,Amazon,23-08-2025
923,347,4781.11,Target,26-02-2026
924,315,82.79,Uber,09-11-2025
925,491,259.2,Target,05-09-2025
926,191,3122.3,Target,01-03-2026
927,460,4927.54,Uber,31-03-2026
928,445,1409.93,Flipkart,15-10-2025
929,392,4584.23,Walmart,10-02-2026
930,204,1149.36,Uber,28-11-2025
931,66,318.03,Target,09-12-2025
932,245,4701.29,Amazon,14-09-2025
933,258,1769.08,Zomato,19-08-2025
934,398,915.26,Amazon,05-09-2025
935,358,2615.12,Walmart,13-08-2025
936,353,91.67,Zomato,09-06-2025
937,108,1928.17,Amazon,04-12-2025
938,167,1839.93,Walmart,12-05-2025
939,96,2765.39,Flipkart,26-08-2025
940,138,2383.16,Uber,21-12-2025
941,176,1861.32,Target,20-07-2025
942,218,1092.14,Zomato,08-08-2025
943,386,1892.93,Target,20-11-2025
944,144,2281.11,Uber,17-12-2025
945,68,4897.4,Zomato,01-08-2025
946,118,4080.24,Zomato,26-07-2025
947,139,4030.23,Uber,05-03-2026
948,222,4288.73,Flipkart,31-05-2025
949,75,4010.19,Zomato,26-01-2026
950,77,2391.29,Amazon,07-01-2026
951,91,2136.53,Flipkart,26-12-2025
952,458,4254.48,Uber,13-01-2026
953,274,3616.77,Target,08-02-2026
954,154,1292.32,Uber,10-02-2026
955,25,2022.09,Zomato,12-04-2026
956,84,347.18,Walmart,10-09-2025
957,244,4202.91,Amazon,29-05-2025
958,231,3735.74,Walmart,09-04-2026
959,185,1833.52,Uber,10-01-2026
960,478,4059.58,Walmart,01-02-2026
961,11,2088.22,Walmart,08-08-2025
962,445,3413.95,Uber,13-02-2026
963,102,2905.43,Zomato,09-12-2025
964,333,2715.27,Walmart,28-10-2025
965,182,1659.2,Uber,09-11-2025
966,250,3884.98,Target,05-09-2025
967,456,438.12,Uber,25-11-2025
968,147,2345.57,Flipkart,26-11-2025
969,445,879.5,Walmart,03-06-2025
970,216,3174.8,Uber,31-05-2025
971,208,4252.06,Amazon,20-05-2025
972,41,851.9,Flipkart,05-08-2025
973,161,1618.55,Walmart,23-07-2025
974,364,1373.99,Zomato,10-03-2026
975,203,1392.68,Target,03-08-2025
976,400,4320.89,Walmart,09-04-2026
977,383,2955.25,Target,24-12-2025
978,212,878.22,Amazon,21-12-2025
979,65,3652.47,Zomato,28-10-2025
980,129,4705.16,Zomato,04-02-2026
981,384,446.32,Flipkart,19-08-2025
982,204,559.9,Amazon,01-10-2025
983,480,4399.52,Uber,02-10-2025
984,28,180.51,Target,31-05-2025
985,269,3836.73,Amazon,17-07-2025
986,54,1349.14,Flipkart,18-01-2026
987,44,3291.42,Target,19-06-2025
988,159,1185.31,Zomato,08-08-2025
989,146,2243.64,Flipkart,03-02-2026
990,68,2657.37,Flipkart,15-09-2025
991,15,224.02,Walmart,07-01-2026
992,441,4580.6,Target,17-03-2026
993,240,4876.16,Uber,05-02-2026
994,479,1398.45,Target,15-01-2026
995,70,4849.23,Zomato,29-09-2025
996,277,926.33,Uber,29-09-2025
997,234,3173.69,Zomato,05-09-2025
998,450,2841.72,Uber,04-02-2026
999,328,3215.66,Walmart,13-02-2026
1000,466,1768.48,Uber,06-06-2025
1001,117,4033.3,Target,29-11-2025
1002,158,1860.63,Walmart,20-10-2025
1003,80,1552.69,Amazon,14-03-2026
1004,268,4086.13,Flipkart,24-11-2025
1005,177,1469.47,Uber,31-10-2025
1006,5,3454.46,Target,19-08-2025
1007,485,3789.59,Walmart,20-01-2026
1008,5,3841.05,Walmart,01-07-2025
1009,306,1194.52,Amazon,16-05-2025
1010,281,1899.54,Target,10-05-2025
1011,452,2824.74,Target,02-09-2025
1012,128,858.18,Zomato,25-12-2025
1013,331,1979.13,Target,30-06-2025
1014,113,1351.75,Target,10-10-2025
1015,321,1235.83,Uber,21-11-2025
1016,414,3484.93,Walmart,14-12-2025
1017,146,3259.86,Uber,08-10-2025
1018,415,1380.67,Flipkart,04-02-2026
1019,437,388.9,Flipkart,20-10-2025
1020,149,596.26,Target,20-02-2026
1021,317,2291.2,Zomato,01-03-2026
1022,319,2485.38,Walmart,27-02-2026
1023,10,803.14,Uber,09-09-2025
1024,12,970.39,Amazon,25-11-2025
1025,145,1382.52,Zomato,15-05-2025
1026,225,3649.18,Flipkart,05-06-2025
1027,47,795.88,Target,29-07-2025
1028,112,1742.47,Walmart,20-05-2025
1029,403,4007.34,Walmart,02-02-2026
1030,238,3499.83,Amazon,29-03-2026
1031,170,447.1,Flipkart,02-11-2025
1032,29,1369.19,Target,15-08-2025
1033,37,2738.8,Flipkart,14-06-2025
1034,99,4483.71,Walmart,31-12-2025
1035,419,1938.81,Amazon,01-06-2025
1036,63,4874.26,Zomato,04-09-2025
1037,128,1954.75,Target,10-09-2025
1038,127,3701.21,Amazon,04-12-2025
1039,102,2331.13,Amazon,23-04-2026
1040,267,3346.74,Flipkart,11-11-2025
1041,243,1976.16,Walmart,23-05-2025
1042,480,1649.16,Zomato,23-09-2025
1043,373,258.82,Uber,30-11-2025
1044,267,654.6,Target,31-08-2025
1045,327,1529.12,Walmart,23-01-2026
1046,455,307.83,Zomato,08-06-2025
1047,112,4867.71,Flipkart,15-04-2026
1048,325,2199.1,Amazon,10-10-2025
1049,86,3982.23,Uber,24-01-2026
1050,62,2009.25,Flipkart,22-03-2026
1051,5,4845.73,Uber,16-07-2025
1052,402,3469.22,Zomato,13-09-2025
1053,306,817.21,Amazon,11-12-2025
1054,128,830.61,Amazon,09-12-2025
1055,352,3112.29,Zomato,23-05-2025
1056,31,345.89,Zomato,24-11-2025
1057,79,3521.57,Amazon,04-05-2026
1058,65,2464.82,Walmart,01-10-2025
1059,286,3953.38,Walmart,31-12-2025
1060,413,4464.39,Zomato,06-05-2026
1061,99,155.7,Target,25-02-2026
1062,184,3635.78,Walmart,15-09-2025
1063,461,245.47,Zomato,17-08-2025
1064,225,2817.17,Uber,23-07-2025
1065,357,2475.96,Uber,25-03-2026
1066,96,2740.92,Walmart,26-09-2025
1067,375,2368.55,Uber,09-09-2025
1068,469,4309.78,Flipkart,24-01-2026
1069,36,2679.13,Target,22-03-2026
1070,152,4106.12,Uber,29-07-2025
1071,188,2297.69,Zomato,07-08-2025
1072,260,1926.27,Flipkart,01-07-2025
1073,453,142.66,Walmart,10-03-2026
1074,398,3119.98,Walmart,15-03-2026
1075,370,363.54,Uber,14-11-2025
1076,420,1968.08,Uber,05-09-2025
1077,350,2512.87,Uber,27-05-2025
1078,79,3084.54,Walmart,03-11-2025
1079,210,3222.47,Amazon,16-03-2026
1080,50,2639.84,Amazon,06-02-2026
1081,23,4184.21,Flipkart,01-08-2025
1082,92,4373.79,Flipkart,10-03-2026
1083,55,2452.58,Amazon,28-03-2026
1084,17,2876.51,Target,11-08-2025
1085,337,2475.05,Uber,15-03-2026
1086,360,2971.99,Amazon,28-12-2025
1087,188,1142.58,Zomato,29-09-2025
1088,37,114.78,Flipkart,27-06-2025
1089,336,2482.46,Amazon,22-06-2025
1090,240,4015.05,Amazon,16-01-2026
1091,185,2812.2,Target,24-11-2025
1092,421,1876.89,Zomato,27-10-2025
1093,30,4127.03,Walmart,29-07-2025
1094,271,251.23,Amazon,11-10-2025
1095,428,1554.33,Flipkart,24-08-2025
1096,492,2621.45,Amazon,09-09-2025
1097,372,1193.54,Target,08-12-2025
1098,98,1005.94,Zomato,14-02-2026
1099,128,2871.64,Flipkart,08-08-2025
1100,286,3758.51,Target,01-03-2026
1101,383,572.3,Zomato,15-06-2025
1102,296,1821.92,Target,09-09-2025
1103,360,3342.95,Amazon,09-06-2025
1104,86,3972.68,Uber,20-12-2025
1105,206,2548.23,Zomato,24-01-2026
1106,81,2692.81,Uber,03-02-2026
1107,227,4670.92,Walmart,09-07-2025
1108,282,4957.74,Walmart,20-02-2026
1109,433,1890.01,Zomato,13-01-2026
1110,221,4139.47,Walmart,03-05-2026
1111,312,1241.58,Uber,21-01-2026
1112,110,1906.56,Uber,05-02-2026
1113,475,3735.66,Walmart,29-07-2025
1114,493,2289.4,Target,06-11-2025
1115,1,3645.25,Walmart,10-06-2025
1116,306,130.7,Flipkart,11-07-2025
1117,456,1544.12,Walmart,29-10-2025
1118,114,1113.37,Walmart,25-12-2025
1119,12,3869.04,Zomato,23-12-2025
1120,422,1415.99,Uber,21-12-2025
1121,262,2803.8,Uber,28-10-2025
1122,80,516.72,Target,03-09-2025
1123,183,822.73,Walmart,16-12-2025
1124,188,4453.65,Flipkart,07-01-2026
1125,120,1318.41,Walmart,20-10-2025
1126,48,2873.91,Uber,13-08-2025
1127,470,1126.31,Amazon,05-11-2025
1128,371,1657.23,Target,26-01-2026
1129,89,2466.97,Zomato,26-02-2026
1130,360,2902.35,Amazon,04-02-2026
1131,305,3229.16,Amazon,17-04-2026
1132,375,4051.29,Target,22-02-2026
1133,41,3911.6,Walmart,31-10-2025
1134,179,4404.97,Target,10-11-2025
1135,214,4654.72,Amazon,07-04-2026
1136,446,3863.43,Zomato,25-05-2025
1137,335,4254.92,Amazon,04-09-2025
1138,325,3898.22,Target,09-07-2025
1139,28,1558.68,Amazon,02-02-2026
1140,164,2722.65,Flipkart,11-09-2025
1141,168,2536.89,Flipkart,13-11-2025
1142,79,300.07,Zomato,16-12-2025
1143,202,4856.65,Uber,31-08-2025
1144,295,2548.41,Flipkart,07-05-2025
1145,222,1484.43,Target,05-12-2025
1146,76,704.34,Amazon,16-02-2026
1147,244,2878.63,Amazon,03-01-2026
1148,281,2026,Amazon,25-06-2025
1149,205,2534.02,Zomato,15-02-2026
1150,67,3822.06,Target,01-12-2025
1151,287,1030.64,Target,27-08-2025
1152,334,2878.09,Uber,30-01-2026
1153,316,4985.54,Uber,04-03-2026
1154,127,1249.46,Walmart,13-03-2026
1155,398,2178.83,Zomato,19-03-2026
1156,474,2901.29,Amazon,14-05-2025
1157,344,2097.23,Walmart,24-10-2025
1158,179,992.92,Walmart,26-04-2026
1159,305,3294.28,Walmart,11-05-2025
1160,87,4938.88,Uber,12-11-2025
1161,421,4951.29,Target,20-08-2025
1162,320,771.8,Amazon,05-08-2025
1163,474,4099.95,Flipkart,04-07-2025
1164,351,1900.41,Zomato,02-01-2026
1165,437,474.78,Zomato,25-12-2025
1166,28,1253.09,Uber,03-09-2025
1167,475,781,Walmart,21-11-2025
1168,8,1749.19,Amazon,20-01-2026
1169,157,2277.8,Amazon,03-01-2026
1170,170,1084.6,Uber,21-03-2026
1171,109,1058.82,Uber,23-12-2025
1172,385,1330.36,Target,22-03-2026
1173,319,3663.12,Flipkart,04-11-2025
1174,356,3508.84,Amazon,29-10-2025
1175,193,2935.87,Zomato,17-09-2025
1176,270,265.24,Flipkart,07-05-2025
1177,31,1455.87,Zomato,07-11-2025
1178,317,1392.84,Target,10-10-2025
1179,336,4728.62,Amazon,23-11-2025
1180,199,3318.85,Zomato,02-10-2025
1181,437,4568.7,Walmart,18-04-2026
1182,443,584.06,Walmart,18-12-2025
1183,445,4422.84,Target,19-01-2026
1184,119,4899.97,Uber,18-03-2026
1185,364,543.04,Walmart,19-07-2025
1186,249,4340.53,Uber,19-05-2025
1187,46,972.77,Uber,05-10-2025
1188,495,2317.03,Zomato,28-11-2025
1189,12,246.77,Uber,18-06-2025
1190,157,1701.17,Target,21-02-2026
1191,382,827.18,Walmart,21-04-2026
1192,351,1791.97,Zomato,30-03-2026
1193,155,1219.21,Uber,09-11-2025
1194,142,4068.87,Zomato,14-12-2025
1195,132,4399.45,Amazon,03-02-2026
1196,484,2796.95,Walmart,18-09-2025
1197,116,800.96,Target,18-07-2025
1198,337,729.44,Zomato,01-08-2025
1199,196,2627.55,Zomato,20-04-2026
1200,314,4369.87,Zomato,03-02-2026
1201,117,2115.8,Uber,19-11-2025
1202,79,2161,Walmart,15-06-2025
1203,466,3046.58,Target,26-06-2025
1204,278,702.27,Zomato,07-07-2025
1205,71,2926.1,Zomato,31-08-2025
1206,410,1051.44,Flipkart,17-12-2025
1207,159,3458.23,Uber,28-04-2026
1208,466,719.5,Flipkart,22-06-2025
1209,336,4668.5,Flipkart,08-09-2025
1210,163,385.68,Uber,05-04-2026
1211,486,3611.23,Flipkart,23-02-2026
1212,163,4205.64,Flipkart,30-10-2025
1213,373,195.94,Walmart,06-01-2026
1214,451,4865.84,Target,09-05-2025
1215,156,2242.87,Zomato,31-05-2025
1216,478,3704.78,Flipkart,29-01-2026
1217,399,980.27,Flipkart,07-05-2025
1218,95,179.68,Uber,27-09-2025
1219,316,1370.97,Uber,11-02-2026
1220,314,1193.01,Flipkart,11-02-2026
1221,119,3452.52,Walmart,12-08-2025
1222,41,3456.3,Target,23-07-2025
1223,69,2536.51,Uber,06-11-2025
1224,241,3574.49,Walmart,08-11-2025
1225,95,4268.04,Target,23-03-2026
1226,243,730.69,Flipkart,12-11-2025
1227,116,209.54,Amazon,07-08-2025
1228,474,1385.8,Target,26-01-2026
1229,114,3724.71,Flipkart,17-06-2025
1230,388,1062.58,Flipkart,03-04-2026
1231,475,4775.76,Target,30-11-2025
1232,444,3104.44,Zomato,12-10-2025
1233,167,4340.54,Flipkart,29-11-2025
1234,219,2054.09,Amazon,18-02-2026
1235,312,3689.89,Target,12-10-2025
1236,369,1598.84,Uber,22-05-2025
1237,481,3725.22,Uber,14-02-2026
1238,275,2649.89,Zomato,13-02-2026
1239,403,240.63,Amazon,02-12-2025
1240,232,2311.66,Amazon,15-01-2026
1241,450,4979.39,Uber,11-07-2025
1242,276,2008.28,Zomato,30-04-2026
1243,21,2810.62,Uber,02-08-2025
1244,392,3171.71,Amazon,10-06-2025
1245,98,1491.34,Target,20-09-2025
1246,453,1557.54,Walmart,30-08-2025
1247,237,874.11,Walmart,30-05-2025
1248,314,4599.21,Zomato,03-08-2025
1249,265,4523.19,Target,02-09-2025
1250,425,3248.2,Amazon,08-02-2026
1251,370,2528.26,Flipkart,06-01-2026
1252,399,2947.97,Zomato,16-03-2026
1253,280,719.77,Target,19-09-2025
1254,166,2281.88,Flipkart,01-05-2026
1255,233,2972.06,Zomato,16-10-2025
1256,459,1049.56,Target,06-04-2026
1257,47,1287.91,Zomato,23-05-2025
1258,333,4540.45,Flipkart,25-01-2026
1259,368,3679.65,Amazon,18-03-2026
1260,59,3545.82,Zomato,26-01-2026
1261,186,472.27,Zomato,11-04-2026
1262,197,3648.03,Uber,27-10-2025
1263,314,4751.28,Target,02-02-2026
1264,282,1934,Flipkart,24-09-2025
1265,468,1709.21,Zomato,15-02-2026
1266,442,792.94,Flipkart,12-05-2025
1267,92,3857.33,Amazon,11-11-2025
1268,215,1574.91,Zomato,01-04-2026
1269,394,4806.78,Walmart,16-06-2025
1270,321,944.45,Flipkart,01-09-2025
1271,492,1054.12,Uber,17-08-2025
1272,392,1302.9,Target,14-08-2025
1273,255,4284.28,Uber,24-11-2025
1274,414,78.47,Target,20-03-2026
1275,122,1123.53,Zomato,02-02-2026
1276,244,2296.01,Target,20-07-2025
1277,41,3026.02,Amazon,21-10-2025
1278,126,4416.73,Walmart,07-06-2025
1279,318,3161.75,Flipkart,09-08-2025
1280,26,964.96,Amazon,12-10-2025
1281,335,1777.65,Flipkart,25-08-2025
1282,438,210.54,Uber,27-06-2025
1283,430,3036.26,Walmart,28-03-2026
1284,472,484.13,Amazon,10-09-2025
1285,214,4968.99,Flipkart,17-06-2025
1286,345,1457.68,Zomato,26-07-2025
1287,355,3514.24,Uber,28-02-2026
1288,404,2832.78,Target,22-07-2025
1289,384,2915.88,Amazon,05-10-2025
1290,48,3854.13,Walmart,28-08-2025
1291,189,4492.77,Amazon,08-04-2026
1292,389,2165.25,Uber,25-03-2026
1293,34,1499.52,Flipkart,19-02-2026
1294,63,3488.37,Walmart,23-11-2025
1295,169,2658.91,Uber,06-04-2026
1296,108,3494.36,Uber,18-05-2025
1297,30,591.05,Zomato,27-09-2025
1298,323,2668.29,Amazon,04-09-2025
1299,248,3634.17,Uber,04-05-2026
1300,479,3951.51,Zomato,23-05-2025
1301,148,2163.92,Walmart,06-05-2026
1302,133,2650.69,Uber,11-03-2026
1303,182,4639.17,Uber,05-04-2026
1304,289,2507.16,Zomato,06-03-2026
1305,324,2513.82,Flipkart,13-04-2026
1306,453,3066.56,Zomato,08-11-2025
1307,149,4897.33,Amazon,03-04-2026
1308,61,168.73,Zomato,26-10-2025
1309,408,633.73,Flipkart,15-04-2026
1310,410,3095.77,Target,17-09-2025
1311,212,275.19,Walmart,26-06-2025
1312,287,4039.92,Flipkart,01-04-2026
1313,6,3221.06,Zomato,31-10-2025
1314,145,1309.37,Amazon,24-05-2025
1315,158,1536.41,Uber,19-06-2025
1316,166,3846.81,Amazon,09-06-2025
1317,352,1699.75,Target,08-06-2025
1318,371,2866.16,Amazon,07-08-2025
1319,427,919.36,Walmart,23-01-2026
1320,427,1722.79,Zomato,09-04-2026
1321,246,4585.01,Amazon,21-12-2025
1322,331,721.98,Flipkart,18-09-2025
1323,322,2330.06,Uber,15-04-2026
1324,459,1708.79,Target,23-11-2025
1325,476,3725.79,Uber,26-08-2025
1326,154,2846.47,Zomato,05-07-2025
1327,162,2798.13,Amazon,23-04-2026
1328,107,2908.12,Walmart,09-04-2026
1329,410,4585.12,Walmart,07-05-2026
1330,34,4849.59,Walmart,16-07-2025
1331,431,204.31,Target,24-03-2026
1332,321,2694.65,Flipkart,29-07-2025
1333,293,3048.16,Flipkart,24-10-2025
1334,305,628.38,Walmart,24-02-2026
1335,362,4296.21,Zomato,14-01-2026
1336,17,1393.91,Amazon,26-01-2026
1337,255,4391.39,Walmart,08-07-2025
1338,232,4155.81,Walmart,09-05-2025
1339,111,2649.25,Flipkart,07-12-2025
1340,58,1902.37,Amazon,02-06-2025
1341,399,1050.39,Amazon,12-11-2025
1342,228,2554.67,Target,21-06-2025
1343,464,2525.27,Flipkart,08-07-2025
1344,175,4622,Zomato,06-07-2025
1345,448,2641.96,Walmart,21-10-2025
