account_id,customer_id,account_type,balance,opened_date
711,34,Salary,54674.96,2023-07-11
712,457,Current,85284.84,2022-08-14
713,365,Salary,92805.12,2023-12-25
714,327,Savings,79575.94,2026-04-25
715,261,Savings,13014.88,2025-04-23
716,103,Savings,24436.88,2022-11-29
717,253,Savings,36728.76,2023-12-29
718,294,Current,47273.18,2022-05-23
719,283,Savings,61582.89,2022-06-04
720,45,Savings,31619.78,2024-10-20
721,368,Salary,48387.85,2025-12-17
722,211,Current,82510.6,2023-02-25
723,38,Savings,97265.59,2021-05-26
724,329,Savings,45547.48,2022-08-10
725,349,Salary,35106.96,2024-07-25
726,450,Salary,64339.6,2025-09-26
727,94,Savings,43829.21,2026-03-11
728,467,Savings,83307.69,2023-12-05
729,266,Savings,31108.33,2022-06-02
730,83,Current,93539.05,2022-06-01
731,116,Current,94800.83,2022-04-22
732,266,Current,84747.44,2025-08-25
733,129,Savings,63870.65,2022-08-25
734,283,Current,13391.86,2022-12-20
735,156,Salary,53814.32,2024-06-07
736,258,Salary,17694.95,2024-02-21
737,483,Salary,16265.23,2024-08-14
738,338,Salary,72342.64,2022-02-24
739,310,Current,84410.47,2021-10-11
740,289,Savings,82698.39,2022-09-07
741,15,Savings,5500.72,2022-12-02
742,329,Salary,27200.93,2022-05-07
743,108,Salary,42242.09,2025-12-01
744,328,Savings,50305.77,2023-09-13
745,322,Salary,29677.49,2025-02-13
746,490,Current,48811.54,2024-12-10
747,413,Salary,41203.16,2022-05-03
748,233,Savings,69172.74,2021-12-23
749,81,Current,42146.55,2024-08-27
750,238,Savings,34679.06,2021-07-26
751,74,Current,86287.02,2022-12-24
752,164,Salary,98814.31,2025-12-22
753,177,Current,13945.85,2024-05-08
754,190,Salary,56603.47,2022-07-22
755,164,Savings,47180.78,2023-10-18
756,137,Current,25543.97,2022-05-09
757,50,Savings,29730.99,2022-08-26
758,197,Salary,42395.34,2023-12-02
759,493,Savings,81534.31,2022-01-16
760,479,Salary,72391.71,2025-03-02
761,98,Savings,50328.29,2024-01-09
762,264,Current,50377.21,2023-04-12
763,158,Current,3294.45,2021-08-18
764,484,Current,51039.0,2021-07-10
765,495,Savings,22299.3,2026-01-14
766,181,Savings,6003.5,2025-12-01
767,254,Salary,88351.61,2026-04-05
768,335,Salary,47588.1,2025-06-06
769,275,Savings,84870.06,2021-06-10
770,221,Savings,88363.12,2025-08-27
771,373,Current,76621.82,2021-09-15
772,188,Savings,40657.58,2024-05-15
773,292,Salary,20270.87,2021-10-03
774,284,Current,8279.64,2022-09-04
775,259,Current,76676.01,2024-07-11
776,144,Salary,68359.47,2025-01-03
777,61,Savings,97533.2,2023-02-02
778,202,Current,79694.83,2026-04-10
779,174,Salary,93955.91,2023-05-24
780,387,Savings,20706.73,2023-02-10
781,261,Current,50507.71,2023-07-31
782,24,Savings,14566.6,2022-08-18
783,171,Current,52413.94,2026-02-24
784,77,Salary,89420.04,2023-04-25
785,72,Current,93205.5,2022-06-30
786,164,Savings,39902.5,2025-08-18
787,316,Salary,84417.59,2024-04-21
788,304,Current,51224.18,2023-11-16
789,261,Salary,49494.82,2022-12-01
790,289,Current,48014.37,2025-04-11
791,9,Current,33792.72,2024-11-27
792,57,Current,58786.51,2023-03-08
793,408,Salary,87337.81,2024-10-29
794,323,Savings,60094.05,2021-10-27
795,136,Salary,78507.5,2025-03-20
796,398,Salary,58185.81,2024-05-24
797,370,Savings,58768.8,2022-12-18
798,88,Salary,63273.5,2023-05-09
799,318,Current,15629.8,2024-05-11
800,349,Savings,4125.48,2022-01-31
801,486,Salary,11879.66,2021-06-13
802,10,Current,32055.56,2025-07-27
803,78,Current,69359.53,2025-10-14
804,211,Salary,77722.26,2026-04-11
805,472,Current,87408.95,2024-08-08
806,377,Salary,7165.85,2025-01-30
807,71,Salary,21526.83,2025-07-05
808,167,Salary,48358.73,2021-07-24
809,193,Current,95711.86,2025-05-11
810,236,Salary,34890.37,2023-08-20
811,182,Salary,77426.99,2022-06-22
812,370,Salary,64687.6,2021-05-17
813,355,Current,61397.58,2024-08-25
814,99,Savings,28621.63,2022-06-13
815,153,Savings,94207.07,2024-03-21
816,153,Current,70785.19,2021-09-15
817,354,Salary,49411.3,2023-08-23
818,246,Current,56488.27,2024-04-06
819,479,Salary,28072.3,2024-08-02
820,63,Salary,67985.6,2026-04-22
821,195,Current,82019.37,2026-03-11
822,489,Savings,29754.81,2021-05-24
823,148,Salary,8823.91,2024-10-15
824,474,Current,65941.23,2022-12-27
825,383,Current,22184.69,2021-06-29
826,424,Salary,27842.14,2022-04-28
827,288,Salary,27890.53,2023-12-23
828,56,Salary,74348.21,2024-01-13
829,123,Savings,6025.78,2026-04-27
830,464,Salary,23341.49,2023-12-20
831,120,Savings,10919.6,2023-11-08
832,170,Salary,47767.99,2024-05-11
833,349,Savings,1512.96,2021-11-10
834,282,Savings,41283.84,2021-11-14
835,479,Current,48267.4,2022-10-18
836,103,Current,32795.6,2025-09-14
837,331,Savings,90885.76,2025-07-05
838,46,Salary,57839.2,2021-07-18
839,274,Salary,72588.65,2025-01-22
840,480,Savings,91409.74,2023-11-29
841,90,Current,88342.25,2021-11-08
842,91,Savings,99720.01,2022-11-07
843,204,Current,19444.85,2025-12-05
844,384,Current,87797.57,2023-03-15
845,5,Current,57228.22,2026-04-08
846,55,Current,29171.6,2026-05-06
847,329,Salary,52907.53,2022-03-29
848,456,Savings,85254.91,2021-06-07
849,240,Current,20088.33,2024-09-17
850,58,Current,17086.93,2025-01-10
851,235,Salary,26469.22,2023-12-25
852,96,Savings,73925.17,2024-04-23
853,405,Current,57210.34,2022-01-13
854,388,Savings,18374.0,2021-06-26
855,439,Salary,89807.23,2025-05-03
856,424,Current,52012.79,2024-03-25
857,45,Current,67256.33,2021-07-23
858,95,Savings,48267.96,2025-04-14
859,480,Savings,1676.18,2023-05-16
860,197,Savings,45226.82,2024-08-03
861,137,Current,30892.64,2024-05-25
862,371,Salary,2132.14,2021-07-30
863,335,Current,69584.09,2022-12-28
864,32,Salary,12704.26,2025-01-25
865,158,Savings,41136.24,2022-10-01
866,258,Salary,77214.26,2023-09-01
867,354,Savings,64232.42,2021-12-26
868,482,Current,37386.85,2025-10-30
869,114,Savings,95778.69,2023-01-06
870,245,Savings,46042.89,2026-03-18
871,311,Current,42168.72,2023-05-17
872,282,Current,75977.7,2025-03-03
873,411,Salary,82734.75,2022-03-31
874,391,Savings,68353.85,2026-01-10
875,306,Savings,53025.16,2021-05-31
876,271,Salary,36816.7,2023-03-26
877,470,Salary,12108.67,2024-10-10
878,425,Salary,90385.93,2024-02-25
879,104,Salary,54129.36,2025-08-03
880,85,Current,85594.11,2022-03-08
881,227,Savings,68349.23,2024-04-10
882,368,Salary,49393.97,2025-08-07
883,461,Salary,45102.79,2024-07-12
884,29,Current,14062.49,2023-10-06
885,213,Current,56827.21,2023-05-09
886,287,Current,67604.0,2024-07-22
887,158,Salary,3155.28,2023-09-11
888,131,Savings,74834.64,2023-09-27
889,297,Savings,5483.69,2024-09-15
890,177,Salary,7312.23,2022-03-15
891,31,Savings,98627.59,2025-05-23
892,242,Savings,29421.98,2026-03-30
893,93,Savings,76816.94,2025-03-20
894,374,Salary,96414.47,2024-01-17
895,192,Current,45405.18,2023-09-19
896,470,Current,38188.91,2023-04-06
897,350,Salary,87580.82,2026-02-06
898,69,Salary,86168.37,2021-09-07
899,61,Savings,99291.83,2025-08-25
900,202,Salary,13607.36,2022-09-15
901,115,Savings,75861.76,2022-12-11
902,153,Current,67676.49,2024-09-15
903,279,Current,53661.43,2023-11-14
904,422,Savings,25503.69,2024-04-04
905,178,Savings,28289.32,2022-04-07
906,480,Salary,76783.5,2024-04-25
907,17,Salary,42504.82,2024-07-04
908,393,Savings,24825.96,2025-12-23
909,35,Savings,59800.47,2025-02-11
910,229,Salary,67530.34,2024-07-13
911,447,Savings,25228.68,2025-01-14
912,23,Current,44457.32,2024-12-13
913,277,Savings,75684.19,2026-04-23
914,398,Savings,14873.42,2026-03-13
915,149,Savings,81762.84,2024-09-03
916,375,Salary,32571.47,2022-08-05
917,307,Salary,82019.87,2024-11-22
918,122,Current,87749.57,2026-04-13
919,339,Salary,22883.23,2025-03-11
920,154,Current,7034.81,2021-11-19
921,486,Salary,88091.68,2021-10-28
922,467,Savings,62973.32,2022-11-12
923,219,Salary,50066.46,2024-11-07
924,498,Current,94217.05,2021-10-13
925,344,Current,78794.66,2023-05-18
926,164,Salary,42216.14,2022-09-25
927,77,Current,38269.56,2025-04-04
928,387,Salary,47878.36,2023-06-09
929,435,Savings,30772.91,2021-06-30
930,363,Savings,80771.84,2024-04-14
931,469,Savings,56676.21,2022-03-09
932,496,Current,56171.39,2021-07-04
933,69,Current,25042.99,2021-08-20
934,105,Current,65023.88,2022-05-15
935,473,Current,84866.21,2025-09-08
936,48,Salary,72733.89,2025-07-20
937,98,Savings,27577.7,2021-09-10
938,345,Salary,60689.28,2021-11-04
939,448,Savings,19628.17,2022-03-30
940,390,Salary,72706.22,2021-06-10
941,287,Savings,48460.03,2022-01-22
942,446,Current,31015.61,2021-12-29
943,466,Savings,21968.97,2023-05-06
944,98,Salary,12614.3,2024-04-22
945,387,Current,91529.69,2026-01-11
946,357,Salary,70673.09,2022-08-24
947,204,Savings,55655.85,2023-02-20
948,398,Current,38685.51,2023-09-14
949,274,Salary,36566.7,2022-11-08
950,134,Current,51768.84,2024-08-02
951,255,Current,10762.21,2023-05-20
952,370,Current,76401.27,2023-03-24
953,164,Savings,37699.79,2023-11-14
954,212,Savings,56689.95,2022-01-22
955,114,Salary,15446.35,2025-02-20
956,134,Salary,93541.07,2021-06-27
957,297,Salary,42340.23,2023-06-16
958,79,Savings,33656.66,2022-04-08
959,195,Salary,83502.91,2025-02-26
960,256,Salary,65806.19,2023-05-20
961,351,Current,26475.35,2025-07-11
962,421,Current,96684.32,2021-12-18
963,329,Salary,49568.96,2024-08-03
964,87,Salary,79702.58,2024-12-04
965,87,Savings,72311.04,2022-04-06
966,251,Savings,91773.04,2021-08-28
967,278,Salary,95766.45,2025-05-24
968,269,Savings,84067.78,2024-09-30
969,39,Salary,5802.93,2023-09-19
970,4,Current,14611.66,2021-05-25
971,323,Savings,7728.83,2024-11-17
972,78,Savings,22653.25,2021-12-25
973,234,Current,6984.56,2024-03-13
974,327,Salary,93456.47,2022-07-30
975,468,Current,66269.15,2024-09-16
976,9,Savings,53689.04,2025-07-04
977,211,Savings,2655.89,2025-09-12
978,370,Current,54038.07,2024-09-03
979,147,Savings,50719.39,2023-06-21
980,358,Salary,43626.75,2023-10-02
981,482,Savings,11594.63,2024-05-08
982,50,Salary,15740.85,2025-07-17
983,99,Salary,53119.14,2023-04-01
984,418,Current,27465.15,2022-08-10
985,204,Savings,37932.11,2026-03-13
986,208,Current,56935.22,2025-09-25
987,357,Savings,30697.49,2023-05-25
988,424,Savings,65719.84,2021-10-21
989,440,Salary,76199.0,2022-06-14
990,48,Current,38547.14,2022-07-19
991,283,Current,6555.38,2021-09-06
992,5,Salary,17966.97,2022-07-09
993,256,Current,64845.82,2021-07-22
994,170,Salary,97755.59,2021-07-04
995,499,Savings,89584.33,2023-01-16
996,471,Savings,23746.88,2021-07-04
997,462,Salary,88867.88,2026-01-30
998,244,Current,5609.64,2024-06-10
999,39,Salary,92632.9,2024-01-18
1000,461,Salary,56787.48,2021-07-23
